method,family,response,calibration,update,subject,seed,relative_LEW_AUC,LEW_initial,LEW_final,relative_LEW_final,LEW_reduction_pct,divergence,nan,solver_failure,optimization_ms,evaluation_ms,diagnostic_ms
spectral_s1,spectral,none,none,raw_rooted,3,1788,0.6780533368264783,10.198606317621376,6.266544788828853,0.614451092008658,38.554890799134206,False,False,False,2612.442741403356,243.0575585458428,0.0
spectral_s1,spectral,none,none,raw_rooted,8,1788,0.673909511844211,10.270850778196136,6.435392261684933,0.6265685677516168,37.343143224838315,False,False,False,2622.8741286322474,256.80642295628786,0.0
spectral_s1,spectral,none,none,raw_rooted,1,3654,0.7558152365554707,7.00240537723237,4.997113364768175,0.7136281171346914,28.637188286530854,False,False,False,2628.196045057848,239.2718328628689,0.0
spectral_s1,spectral,none,none,raw_rooted,3,3654,0.6829640854851754,10.198606317621376,6.372665675264436,0.6248565222341805,37.51434777658194,False,False,False,2747.594263404608,254.5356689952314,0.0
spectral_s1,spectral,none,none,raw_rooted,8,3654,0.6722333343797644,10.270850778196136,6.407571866237756,0.6238598928766751,37.614010712332494,False,False,False,2640.542974928394,256.5329377539456,0.0
spectral_s1,spectral,none,none,raw_rooted,1,6398,0.7588361642345544,7.00240537723237,5.063339001848391,0.7230856725763604,27.691432742363965,False,False,False,2714.511182392016,257.1195855271071,0.0
spectral_s1,spectral,none,none,raw_rooted,3,6398,0.6791044995056763,10.198606317621376,6.2623141122541846,0.6140362631150906,38.59637368849094,False,False,False,2753.207092639059,246.5632138773799,0.0
spectral_s1,spectral,none,none,raw_rooted,8,6398,0.6736438703734396,10.270850778196136,6.383840543034075,0.6215493420064336,37.84506579935664,False,False,False,2599.467038176954,249.5162328705192,0.0
sw,sw,none,none,raw_rooted,1,1788,0.7261859637305826,7.00240537723237,4.52078527107097,0.6456046212020026,35.439537879799744,False,False,False,1704.6069423668089,242.16267955489457,0.0
sw,sw,none,none,raw_rooted,3,1788,0.6606840775050485,10.198606317621376,5.795747428385925,0.5682881805499155,43.17118194500845,False,False,False,1751.9885767251253,256.280142813921,0.0
sw,sw,none,none,raw_rooted,8,1788,0.6525104371903099,10.270850778196136,5.9860758510948,0.5828218110034825,41.71781889965175,False,False,False,1797.2570727579296,248.4401578549296,0.0
sw,sw,none,none,raw_rooted,1,3654,0.7256501785791682,7.00240537723237,4.506433794327343,0.643555114501021,35.6444885498979,False,False,False,1857.2542411275208,261.68975909240544,0.0
sw,sw,none,none,raw_rooted,3,3654,0.6642201119036565,10.198606317621376,5.851829964890869,0.5737872198066856,42.62127801933144,False,False,False,1761.0643289517611,250.16580522060397,0.0
sw,sw,none,none,raw_rooted,8,3654,0.6531954569926252,10.270850778196136,5.986935162444001,0.5829054760637349,41.709452393626506,False,False,False,1776.9658868201077,238.45283593982455,0.0
sw,sw,none,none,raw_rooted,1,6398,0.7270384508548141,7.00240537723237,4.528965801290649,0.6467728669374291,35.32271330625709,False,False,False,2918.505959911272,279.28873524069786,0.0
sw,sw,none,none,raw_rooted,3,6398,0.6654542696643363,10.198606317621376,5.896303988503435,0.578148014039494,42.185198596050604,False,False,False,1765.947677893564,246.88202026300127,0.0
sw,sw,none,none,raw_rooted,8,6398,0.652290791555055,10.270850778196136,5.997111186926446,0.5838962434988969,41.610375650110306,False,False,False,1759.0042897500098,252.43400712497527,0.0
