method,calibration,update,subject,seed,epoch,beta_t,target_rho,ess_over_N,response_ratio,cosine_full_stop,cosine_full_vs_sw,cosine_stop_vs_sw,full_gradient_norm,stop_gradient_norm,sw_gradient_norm,bank_seed,bank_hash,diagnostic_ms
ebsw_full_b1,b1,normalized,8,3654,500,1.0,,0.9999999895922066,0.0001245180392205,0.999999993278138,0.9999999731126932,0.9999999932782084,0.0027540536825695,0.0027539286770344,0.0027538658545785,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b,52.69740708172321
ebsw_full_b1,b1,normalized,1,6398,0,1.0,,0.999965806604876,0.0097084021254222,0.999984674498704,0.9999386625363702,0.9999846560228924,0.0046081506288998,0.0045717604227676,0.0045525892770087,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,56.792265037074685
ebsw_full_b1,b1,normalized,1,6398,25,1.0,,0.9999999852836056,0.0001625292539903,0.9999999889930898,0.99999995597272,0.99999998899327,0.0026958273883355,0.0026956485695382,0.0026955578495318,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f,61.65493605658412
ebsw_full_b1,b1,normalized,1,6398,50,1.0,,0.9999999902459608,0.0001264974982366,0.999999993081724,0.9999999723277532,0.9999999930821524,0.0026991468348935,0.0026990212674014,0.0026989579397927,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357,52.34968801960349
ebsw_full_b1,b1,normalized,1,6398,100,1.0,,0.999999992295024,0.000108001564821,0.9999999949413936,0.9999999797657072,0.99999999494146,0.0026804625522385,0.0026803571379447,0.0026803044058968,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9,58.01027710549533
ebsw_full_b1,b1,normalized,1,6398,200,1.0,,0.999999993283596,0.000101227803644,0.9999999954908876,0.999999981963882,0.9999999954910532,0.0026859724673424,0.0026858783263452,0.0026858311789479,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04,62.58971616625786
ebsw_full_b1,b1,normalized,1,6398,300,1.0,,0.9999999936516992,9.300034645647734e-05,0.9999999962316076,0.9999999849263664,0.9999999962315756,0.0026892648128041,0.0026891751366363,0.0026891295071029,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631,53.66093502379954
ebsw_full_b1,b1,normalized,1,6398,400,1.0,,0.9999999936554224,9.67410701018516e-05,0.9999999959355496,0.999999983742446,0.9999999959356736,0.0026930917830877,0.0026929973495068,0.0026929492714458,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d,52.2455268073827
ebsw_full_b1,b1,normalized,1,6398,500,1.0,,0.9999999938119504,9.56233979038266e-05,0.9999999960387076,0.9999999841549546,0.9999999960387695,0.0026966188489501,0.0026965246258551,0.0026964761859711,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3,101.03791812434793
ebsw_full_b1,b1,normalized,3,6398,0,1.0,,0.9998456066370746,0.0202461973061767,0.9999309817526806,0.9997243191726076,0.9999311618966572,0.0048740442154636,0.00479530686871,0.0047557567386141,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,64.85273293219507
ebsw_full_b1,b1,normalized,3,6398,25,1.0,,0.9999999714306964,0.0002433728030228,0.9999999744233856,0.9999998977049596,0.999999974429093,0.0027307468806795,0.0027305015531058,0.0027303772111352,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f,47.59327205829322
ebsw_full_b1,b1,normalized,3,6398,50,1.0,,0.9999999826096594,0.0001603043751914,0.999999988875657,0.999999955502978,0.999999988875832,0.002709371287854,0.0027092122153276,0.0027091318417803,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357,64.26320318132639
ebsw_full_b1,b1,normalized,3,6398,100,1.0,,0.9999999843990384,0.000148341893702,0.9999999905431528,0.9999999621722492,0.9999999905429716,0.0027143465321928,0.0027141956421631,0.0027141199148937,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9,44.37098791822791
ebsw_full_b1,b1,normalized,3,6398,200,1.0,,0.9999999889246995,0.0001324557028852,0.999999992304267,0.9999999692180274,0.9999999923047466,0.0027090874865391,0.0027089618090116,0.002708897176473,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04,55.5829769000411
ebsw_full_b1,b1,normalized,3,6398,300,1.0,,0.9999999864871626,0.0001534635282382,0.9999999897088688,0.999999958837792,0.9999999897100268,0.0027087599279115,0.0027086123726328,0.0027085367963735,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631,55.74568221345544
ebsw_full_b1,b1,normalized,3,6398,400,1.0,,0.999999989520778,0.0001238713061152,0.999999993255862,0.9999999730238806,0.9999999932560782,0.0027079608236937,0.0027078441899802,0.0027077864961244,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d,41.295574977993965
ebsw_full_b1,b1,normalized,3,6398,500,1.0,,0.9999999915778456,0.0001092279046201,0.9999999947456012,0.9999999789825424,0.9999999947456696,0.0027062506451029,0.0027061486142635,0.0027060973178874,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3,38.25294505804777
ebsw_full_b1,b1,normalized,8,6398,0,1.0,,0.9997746381479536,0.0257463951180399,0.9998865774091256,0.9995452949318756,0.999886043979197,0.0048915894521528,0.0047920665815986,0.0047422330998634,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,56.55153887346387
ebsw_full_b1,b1,normalized,8,6398,25,1.0,,0.9999999804026194,0.0001740636759567,0.9999999871017118,0.9999999484072932,0.9999999871019344,0.0027556817996735,0.0027554969582582,0.0027554040800347,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f,62.5481940805912
ebsw_full_b1,b1,normalized,8,6398,50,1.0,,0.9999999847285522,0.0001530951857262,0.9999999898489378,0.9999999593965412,0.9999999898493328,0.0027480665226697,0.0027479126671716,0.0027478351621693,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357,46.80037987418473
ebsw_full_b1,b1,normalized,8,6398,100,1.0,,0.9999999860080918,0.0001556870530982,0.9999999894375752,0.9999999577534908,0.99999998943917,0.0027240267973854,0.0027238748347029,0.00272379718496,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9,50.79345311969519
ebsw_full_b1,b1,normalized,8,6398,200,1.0,,0.9999999871260586,0.0001399783665189,0.999999991574382,0.999999966298066,0.9999999915746508,0.0027358845480956,0.0027357412980114,0.002735668515345,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04,44.92107382975519
ebsw_full_b1,b1,normalized,8,6398,300,1.0,,0.999999989780914,0.0001225010043764,0.9999999934079238,0.9999999736321544,0.9999999934081532,0.0027234740190451,0.0027233577797938,0.0027232991387386,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631,44.39333383925259
ebsw_full_b1,b1,normalized,8,6398,400,1.0,,0.99999999004052,0.0001172163180781,0.999999994036134,0.9999999761444006,0.999999994036066,0.0027401981848002,0.0027400815646064,0.0027400226761034,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d,46.72118695452809
ebsw_full_b1,b1,normalized,8,6398,500,1.0,,0.9999999902076744,0.0001261974270438,0.9999999930575548,0.9999999722311504,0.9999999930580205,0.0027358955010729,0.002735771927943,0.0027357087386205,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3,43.49384899251163
ebsw_full_bscale,bscale,normalized,1,1788,0,122.7769233819667,,0.282465823383103,1.5560925027704355,0.9591797637632126,0.6258538595651263,0.8077634489125557,0.0227406632297812,0.0091351466958637,0.0045215092543993,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737,62.94836406596005
ebsw_full_bscale,bscale,normalized,1,1788,25,122.7769233819667,,0.9997968738513096,0.0194676367539781,0.9998423524906722,0.9993729306655168,0.9998440697345652,0.0027454732078524,0.0027241573499719,0.0027135992283018,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060,48.97537501528859
ebsw_full_bscale,bscale,normalized,1,1788,50,122.7769233819667,,0.9998409814162212,0.0160102911293464,0.999891656169974,0.9995674978392624,0.9998920740618058,0.0027103190280552,0.0026936486862904,0.0026853952106662,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed,56.24179588630796
ebsw_full_bscale,bscale,normalized,1,1788,100,122.7769233819667,,0.999897906280437,0.0119036665292123,0.9999394862809624,0.9997576730721088,0.9999393452101109,0.0027035760409626,0.0026915011635317,0.0026854942883563,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361,44.55451015383005
ebsw_full_bscale,bscale,normalized,1,1788,200,122.7769233819667,,0.9998923848484622,0.012980698534895,0.9999277632518416,0.9997114269958524,0.9999279424480726,0.0027026685873213,0.0026896779008864,0.002683244793208,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc,58.684373972937465
ebsw_full_bscale,bscale,normalized,1,1788,300,122.7769233819667,,0.9998880948687277,0.0132231778509376,0.9999254689799356,0.9997025604138772,0.9999258014998534,0.0027127257520412,0.0026992176789607,0.0026925968291098,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740,42.30624786578119
ebsw_full_bscale,bscale,normalized,1,1788,400,122.7769233819667,,0.9998847812273342,0.0133314467292207,0.9999248025112816,0.9996995219017158,0.9999249495681108,0.0027106636295762,0.0026967661362657,0.0026898527390021,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97,49.57010317593813
ebsw_full_bscale,bscale,normalized,1,1788,500,122.7769233819667,,0.9999208014839835,0.010378534752781,0.9999526959760072,0.9998110688267384,0.9999528343322486,0.0027215540961022,0.0027118640171891,0.002707076711683,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836,55.45853194780648
ebsw_full_bscale,bscale,normalized,3,1788,0,122.7769233819667,,0.0047918468249243,1.2163498716913443,0.9828229612933296,0.2283696376314574,0.3240292710526843,0.0930439960819623,0.0425812948335316,0.0045636037752966,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737,63.70607204735279
ebsw_full_bscale,bscale,normalized,3,1788,25,122.7769233819667,,0.9757143944106708,0.2612856848471815,0.9907799957591592,0.9585429820986204,0.988250308962485,0.0054280586363027,0.0044704921218463,0.004007552669197,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060,56.7576140165329
ebsw_full_bscale,bscale,normalized,3,1788,50,122.7769233819667,,0.9996560658021362,0.0223917688333138,0.999797971482041,0.9991887848734856,0.9997963614044384,0.0027474494114896,0.0027211472018952,0.0027079142985562,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed,58.41207690536976
ebsw_full_bscale,bscale,normalized,3,1788,100,122.7769233819667,,0.9997426608916,0.0216383400799054,0.9998011433401384,0.9992091551055896,0.9998033672884292,0.0027293086139966,0.0027071097991529,0.002696301208436,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361,44.51446980237961
ebsw_full_bscale,bscale,normalized,3,1788,200,122.7769233819667,,0.9998268573789962,0.0153139734381634,0.9998999544604206,0.9995992430230008,0.9998996528668164,0.0027314224419935,0.0027157573165317,0.0027081248255834,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc,53.13989683054388
ebsw_full_bscale,bscale,normalized,3,1788,300,122.7769233819667,,0.9998228582397054,0.0162872063511152,0.9998859678014316,0.999544947270688,0.9998864843166873,0.0027357779508608,0.0027194965250733,0.0027116273008705,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740,42.49791684560478
ebsw_full_bscale,bscale,normalized,3,1788,400,122.7769233819667,,0.9998206264889414,0.0171688981072647,0.999873966734928,0.9994975096529828,0.9998747622688956,0.002739579129056,0.0027221301321369,0.0027135491282308,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97,53.406629944220185
ebsw_full_bscale,bscale,normalized,3,1788,500,122.7769233819667,,0.9998664216475728,0.0136980465177761,0.9999195039127804,0.9996781113655476,0.9999195416604244,0.0027359908990205,0.0027221570504042,0.0027152140307672,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836,42.13166492991149
