q,L,repeat,method,estimate,own_metric_reference,error
16,100,15,sampled_max,0.6291708664379094,1.1472011535764581,-0.5180302871385487
16,200,0,sw,0.33771844351242514,0.3315254891038292,0.006192954408595963
16,200,0,ebsw_exp,0.38354440211951424,0.3764519859695811,0.007092416149933112
16,200,0,power_ebsw,0.4670475928280362,0.46045034772148125,0.006597245106554961
16,200,0,entropic,0.35894047749047586,0.3521125831997691,0.0068278942907067375
16,200,0,evar,0.5172230038805562,0.5168421624452488,0.00038084143530736636
16,200,0,cvar,0.5286447115520768,0.5242524329003955,0.004392278651681347
16,200,0,sampled_max,0.8471254104510627,1.1472011535764581,-0.3000757431253954
16,200,1,sw,0.34597931902963286,0.3315254891038292,0.014453829925803685
16,200,1,ebsw_exp,0.4232461441631338,0.3764519859695811,0.04679415819355265
16,200,1,power_ebsw,0.5138392342037488,0.46045034772148125,0.05338888648226753
16,200,1,entropic,0.3799012217560125,0.3521125831997691,0.02778863855624336
16,200,1,evar,0.5675102121699133,0.5168421624452488,0.05066804972466443
16,200,1,cvar,0.5607561603191061,0.5242524329003955,0.03650372741871066
16,200,1,sampled_max,1.0361996246946061,1.1472011535764581,-0.111001528881852
16,200,2,sw,0.3422317819708805,0.3315254891038292,0.010706292867051326
16,200,2,ebsw_exp,0.39803130971785927,0.3764519859695811,0.021579323748278145
16,200,2,power_ebsw,0.493687548137823,0.46045034772148125,0.03323720041634176
16,200,2,entropic,0.36825758898157684,0.3521125831997691,0.01614500578180772
16,200,2,evar,0.5321407812794687,0.5168421624452488,0.015298618834219901
16,200,2,cvar,0.5555645785858356,0.5242524329003955,0.03131214568544016
16,200,2,sampled_max,0.8385434853752917,1.1472011535764581,-0.30865766820116647
16,200,3,sw,0.33875258944422953,0.3315254891038292,0.007227100340400361
