method,seed,control,learning_rate,target_step_norm,epoch,eval_independent_sw,train_power_loss,gradient_norm,update_norm,seconds_cum,diverged
cvar,6398,lr_grid,0.01,,90,2.623098976237989,12.665079225853873,1.2183023654934635,0.012183023654934635,0.09386543114669621,False
cvar,6398,lr_grid,0.01,,100,2.607689812448062,,,,0.10297687444835901,False
cvar,6398,lr_grid,0.03,,0,2.7664906210783244,14.380181805798456,1.313741744591847,0.0394122523377554,0.0011659010779112577,False
cvar,6398,lr_grid,0.03,,10,2.718235960586799,14.031218269537735,1.303739049838867,0.03911217149516601,0.011324777035042644,False
cvar,6398,lr_grid,0.03,,20,2.670256214248348,13.344081930725713,1.261985780094426,0.03785957340283278,0.021473186323419213,False
cvar,6398,lr_grid,0.03,,30,2.623597745288167,12.64734944526272,1.2179964373384404,0.03653989312015322,0.03162113041616976,False
cvar,6398,lr_grid,0.03,,40,2.5776153094789893,12.310455797590583,1.2056999305708627,0.03617099791712588,0.04171906947158277,False
cvar,6398,lr_grid,0.03,,50,2.5321869933067633,11.929576868289017,1.193147275736003,0.03579441827208009,0.05203652451746166,False
cvar,6398,lr_grid,0.03,,60,2.487913770644364,11.507912749680923,1.1686548651073339,0.03505964595322002,0.062114902306348085,False
cvar,6398,lr_grid,0.03,,70,2.444290999632384,11.190305554162059,1.1639822129104371,0.034919466387313115,0.07239707419648767,False
cvar,6398,lr_grid,0.03,,80,2.4010462461063087,10.86688823411581,1.1452790412954297,0.034358371238862886,0.08247129013761878,False
cvar,6398,lr_grid,0.03,,90,2.3588188072412204,10.203935712577795,1.0931215200342312,0.03279364560102694,0.09269073326140642,False
cvar,6398,lr_grid,0.03,,100,2.3176701610665247,,,,0.10179016506299376,False
cvar,6398,lr_grid,0.1,,0,2.7664906210783244,14.380181805798456,1.313741744591847,0.13137417445918467,0.001209774985909462,False
cvar,6398,lr_grid,0.1,,10,2.608682410241144,12.906396138182213,1.250259582520911,0.12502595825209112,0.011571203358471394,False
cvar,6398,lr_grid,0.1,,20,2.4583851882154635,11.279072762919693,1.1599096833482647,0.11599096833482647,0.021740630269050598,False
cvar,6398,lr_grid,0.1,,30,2.3184013594769075,9.833019318684215,1.0734449049849213,0.10734449049849212,0.031884415075182915,False
cvar,6398,lr_grid,0.1,,40,2.18628302625302,8.79938667372759,1.0187092724013114,0.10187092724013114,0.042131171794608235,False
cvar,6398,lr_grid,0.1,,50,2.0613261041926774,7.837267229357511,0.9663437338492126,0.09663437338492126,0.05224352702498436,False
cvar,6398,lr_grid,0.1,,60,1.9447638299384875,6.952961358583403,0.9073805758588703,0.09073805758588704,0.062323770485818386,False
cvar,6398,lr_grid,0.1,,70,1.834851237466295,6.214723395022814,0.866726968247305,0.0866726968247305,0.07250332599505782,False
cvar,6398,lr_grid,0.1,,80,1.7306538875122692,5.540370811365808,0.8166130167815938,0.08166130167815938,0.08267460181377828,False
cvar,6398,lr_grid,0.1,,90,1.633330330650387,4.789380064714036,0.7471290839660052,0.07471290839660051,0.0930183429736644,False
cvar,6398,lr_grid,0.1,,100,1.54264987498776,,,,0.10233653779141605,False
cvar,6398,normalized,,0.021952907087918014,0,2.7664906210783244,14.380181805798456,1.313741744591847,0.021952907087918014,0.001236181939020753,False
cvar,6398,normalized,,0.021952907087918014,10,2.739226821686198,14.252025499539851,1.3139694012804142,0.021952907087918014,0.011591891525313258,False
cvar,6398,normalized,,0.021952907087918014,20,2.7119694688548255,13.77073061777908,1.282059304376056,0.021952907087918014,0.02187592862173915,False
cvar,6398,normalized,,0.021952907087918014,30,2.6847038255393305,13.25259210232668,1.246883344206118,0.021952907087918014,0.03215239429846406,False
cvar,6398,normalized,,0.021952907087918014,40,2.6574610311576534,13.097682674648752,1.2437984668475168,0.02195290708791801,0.04239980806596577,False
cvar,6398,normalized,,0.021952907087918014,50,2.630232194372782,12.887137222132651,1.2402517782276272,0.021952907087918014,0.052596647292375565,False
cvar,6398,normalized,,0.021952907087918014,60,2.6029885561366064,12.616225913127648,1.2238322272334239,0.02195290708791801,0.06274716602638364,False
cvar,6398,normalized,,0.021952907087918014,70,2.5757456854387066,12.44906264304694,1.2278294807222916,0.021952907087918014,0.0730606981087476,False
cvar,6398,normalized,,0.021952907087918014,80,2.5485290408434627,12.27071855400558,1.2172209502375795,0.021952907087918017,0.08327390509657562,False
cvar,6398,normalized,,0.021952907087918014,90,2.521313912502033,11.686306340125839,1.1701141569158986,0.021952907087918014,0.09376950096338987,False
cvar,6398,normalized,,0.021952907087918014,100,2.494115914335427,,,,0.10290661081671715,False
sampled_max,6398,lr_grid,0.003,,0,2.7664906210783244,14.949385960593307,1.3669942373961068,0.00410098271218832,0.0011627229396253824,False
sampled_max,6398,lr_grid,0.003,,10,2.7614086408592096,14.893858436013929,1.3644531155381414,0.004093359346614425,0.010744181228801608,False
sampled_max,6398,lr_grid,0.003,,20,2.756342568833669,14.83086355769083,1.3615645209505696,0.004084693562851709,0.020320554031059146,False
sampled_max,6398,lr_grid,0.003,,30,2.751280370735041,14.757706810772646,1.358202249794404,0.004074606749383212,0.02979863784275949,False
sampled_max,6398,lr_grid,0.003,,40,2.746229456822877,14.727396218022745,1.3568067390947183,0.004070420217284154,0.039479858707636595,False
sampled_max,6398,lr_grid,0.003,,50,2.7411859847245204,14.668024427727815,1.3540690726347666,0.0040622072179043,0.04893062962219119,False
sampled_max,6398,lr_grid,0.003,,60,2.7361530846632367,14.613127701121238,1.3515328196681553,0.004054598459004466,0.05855949828401208,False
sampled_max,6398,lr_grid,0.003,,70,2.731128904020463,14.561878985223117,1.3491608032969569,0.00404748240989087,0.06824986450374126,False
sampled_max,6398,lr_grid,0.003,,80,2.726112678164401,14.504830905251715,1.3465154522531348,0.004039546356759404,0.07784588821232319,False
sampled_max,6398,lr_grid,0.003,,90,2.7211114480343594,14.454001500063889,1.3441540787826318,0.004032462236347896,0.08740942226722836,False
sampled_max,6398,lr_grid,0.003,,100,2.7161223075240297,,,,0.09590897150337696,False
sampled_max,6398,lr_grid,0.01,,0,2.7664906210783244,14.949385960593307,1.3669942373961068,0.013669942373961068,0.0011534348595887423,False
sampled_max,6398,lr_grid,0.01,,10,2.7495848676120564,14.764137239007688,1.3584981247230197,0.013584981247230196,0.010736943455412984,False
sampled_max,6398,lr_grid,0.01,,20,2.7328074573597356,14.573802727384727,1.3497130587362232,0.013497130587362231,0.020230562426149845,False
sampled_max,6398,lr_grid,0.01,,30,2.7161169089100854,14.375741988507551,1.3405102567915859,0.01340510256791586,0.029612089740112424,False
sampled_max,6398,lr_grid,0.01,,40,2.6995386295145885,14.221169662494809,1.3332839936832102,0.013332839936832102,0.03921634214930236,False
sampled_max,6398,lr_grid,0.01,,50,2.683057779438059,14.040473599498448,1.324786473337234,0.013247864733372342,0.0487560520414263,False
sampled_max,6398,lr_grid,0.01,,60,2.6666849014808314,13.866088994833602,1.3165337535947188,0.013165337535947189,0.05823547346517444,False
sampled_max,6398,lr_grid,0.01,,70,2.6504129227662587,13.697070473715721,1.3084853110426824,0.013084853110426824,0.06784120015799999,False
sampled_max,6398,lr_grid,0.01,,80,2.6342394896263612,13.524553714745222,1.3002189101621129,0.01300218910162113,0.07736578327603638,False
sampled_max,6398,lr_grid,0.01,,90,2.618186116111029,13.35983094461668,1.2922766221196933,0.012922766221196934,0.08697931352071464,False
sampled_max,6398,lr_grid,0.01,,100,2.602243191575298,,,,0.09542425163090229,False
sampled_max,6398,lr_grid,0.03,,0,2.7664906210783244,14.949385960593307,1.3669942373961068,0.041009827121883204,0.0011036279611289501,False
sampled_max,6398,lr_grid,0.03,,10,2.716067034713929,14.399380080309998,1.3416119073855708,0.040248357221567124,0.01061908807605505,False
sampled_max,6398,lr_grid,0.03,,20,2.666657657016754,13.863031061630949,1.3163885758786684,0.03949165727636005,0.020140124019235373,False
sampled_max,6398,lr_grid,0.03,,30,2.6181280813624066,13.337214150847133,1.2911823143367058,0.03873546943010117,0.02973124571144581,False
sampled_max,6398,lr_grid,0.03,,40,2.570538913292999,12.867561071243017,1.26824490296842,0.038047347089052594,0.039187694899737835,False
sampled_max,6398,lr_grid,0.03,,50,2.523831131507413,12.39019684168852,1.2444977321036246,0.03733493196310874,0.04870450240559876,False
sampled_max,6398,lr_grid,0.03,,60,2.478020230000453,11.934015233329633,1.2213729586683193,0.036641188760049584,0.05822496023029089,False
sampled_max,6398,lr_grid,0.03,,70,2.4330740148503858,11.497203297399004,1.1988120837624534,0.0359643625128736,0.06798744155094028,False
sampled_max,6398,lr_grid,0.03,,80,2.3889759082846345,11.071948271906162,1.176432545447579,0.035292976363427375,0.07738273520953953,False
sampled_max,6398,lr_grid,0.03,,90,2.345756027732456,10.66693490024977,1.154715056856548,0.034641451705696436,0.08686882420442998,False
sampled_max,6398,lr_grid,0.03,,100,2.303389165247813,,,,0.09536789963021874,False
sampled_max,6398,normalized,,0.021952907087918014,0,2.7664906210783244,14.949385960593307,1.3669942373961068,0.021952907087918014,0.0010819518938660622,False
sampled_max,6398,normalized,,0.021952907087918014,10,2.739260374835206,14.651320867989167,1.3532978639230335,0.021952907087918017,0.010561007540673018,False
sampled_max,6398,normalized,,0.021952907087918014,20,2.712054641617295,14.348963267831387,1.3392611427495846,0.021952907087918017,0.02007768233306706,False
sampled_max,6398,normalized,,0.021952907087918014,30,2.6848379439618015,14.040103235701194,1.324769000415789,0.021952907087918014,0.0296358831692487,False
