method,sampling,aggregation,update,subject,seed,threshold_relative_lew,required_reduction_pct,reached,first_reach_epoch,first_reach_optimization_ms,first_reach_total_projection_count
resampled_uniform_raw_power,resampled,uniform,raw_power,8,1788,0.95,5.000000000000004,True,2.0,4.084414802491665,1000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,1788,0.9,9.999999999999998,True,3.0,6.122861756011844,1500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,1788,0.8,19.999999999999996,True,8.0,16.60987688228488,4000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,1788,0.7,30.000000000000004,True,214.0,469.85524566844106,107000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,1788,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,1,3654,0.95,5.000000000000004,True,3.0,6.114624906331301,1500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,3654,0.9,9.999999999999998,True,7.0,13.831660151481628,3500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,3654,0.8,19.999999999999996,True,190.0,428.589619230479,95000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,3654,0.7,30.000000000000004,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,1,3654,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,3,3654,0.95,5.000000000000004,True,2.0,4.182210192084312,1000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,3654,0.9,9.999999999999998,True,4.0,8.36934894323349,2000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,3654,0.8,19.999999999999996,True,13.0,31.36313962750137,6500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,3654,0.7,30.000000000000004,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,3,3654,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,8,3654,0.95,5.000000000000004,True,2.0,4.684733925387263,1000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,3654,0.9,9.999999999999998,True,3.0,6.813098676502705,1500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,3654,0.8,19.999999999999996,True,8.0,17.709199339151382,4000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,3654,0.7,30.000000000000004,True,224.0,502.45301821269095,112000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,3654,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,1,6398,0.95,5.000000000000004,True,3.0,6.074724718928337,1500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,6398,0.9,9.999999999999998,True,7.0,14.652637764811516,3500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,6398,0.8,19.999999999999996,True,185.0,401.426543481648,92500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,6398,0.7,30.000000000000004,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,1,6398,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,3,6398,0.95,5.000000000000004,True,2.0,4.226050805300474,1000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,6398,0.9,9.999999999999998,True,4.0,8.196142269298434,2000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,6398,0.8,19.999999999999996,True,13.0,26.546897366642952,6500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,6398,0.7,30.000000000000004,True,492.0,1090.019629104063,246000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,6398,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,8,6398,0.95,5.000000000000004,True,2.0,4.1251888033002615,1000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,6398,0.9,9.999999999999998,True,3.0,6.130551686510444,1500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,6398,0.8,19.999999999999996,True,8.0,16.616520239040256,4000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,6398,0.7,30.000000000000004,True,229.0,491.2380389869213,114500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,8,6398,0.6,40.0,False,,,
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,1788,0.95,5.000000000000004,True,2.0,4.296059720218182,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,1788,0.9,9.999999999999998,True,4.0,8.704934269189835,2000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,1788,0.8,19.999999999999996,True,43.0,94.86446250230074,21500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,1788,0.7,30.000000000000004,True,307.0,685.9998514410108,153500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,1788,0.6,40.0,False,,,
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,1788,0.95,5.000000000000004,True,2.0,4.092345247045159,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,1788,0.9,9.999999999999998,True,4.0,8.448408916592598,2000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,1788,0.8,19.999999999999996,True,9.0,18.89301650226116,4500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,1788,0.7,30.000000000000004,True,113.0,255.7398513890803,56500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,1788,0.6,40.0,True,409.0,939.4815878476948,204500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,1788,0.95,5.000000000000004,True,2.0,4.255206556990743,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,1788,0.9,9.999999999999998,True,3.0,6.567658623680472,1500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,1788,0.8,19.999999999999996,True,7.0,16.67328574694693,3500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,1788,0.7,30.000000000000004,True,60.0,144.70925484783947,30000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,1788,0.6,40.0,True,426.0,1002.7611686382444,213000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,3654,0.95,5.000000000000004,True,2.0,4.478817107155919,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,3654,0.9,9.999999999999998,True,4.0,9.926411556079984,2000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,3654,0.8,19.999999999999996,True,44.0,97.98426670022307,22000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,3654,0.7,30.000000000000004,True,303.0,650.9189119096845,151500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,3654,0.6,40.0,False,,,
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,3654,0.95,5.000000000000004,True,2.0,4.224162315949798,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,3654,0.9,9.999999999999998,True,3.0,6.727438420057297,1500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,3654,0.8,19.999999999999996,True,9.0,21.45551727153361,4500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,3654,0.7,30.000000000000004,True,122.0,280.4613832850009,61000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,3654,0.6,40.0,True,416.0,978.7103014532476,208000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,3654,0.95,5.000000000000004,True,2.0,4.251633072271943,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,3654,0.9,9.999999999999998,True,3.0,6.641068262979388,1500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,3654,0.8,19.999999999999996,True,7.0,15.69414301775396,3500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,3654,0.7,30.000000000000004,True,67.0,161.742809927091,33500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,3654,0.6,40.0,True,431.0,954.5653108507396,215500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,6398,0.95,5.000000000000004,True,2.0,4.409811925143004,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,6398,0.9,9.999999999999998,True,4.0,9.506902890279887,2000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,6398,0.8,19.999999999999996,True,41.0,92.21708122640848,20500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,6398,0.7,30.000000000000004,True,308.0,717.8201181814075,154000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,6398,0.6,40.0,False,,,
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,6398,0.95,5.000000000000004,True,2.0,4.527174402028322,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,6398,0.9,9.999999999999998,True,4.0,8.795919362455606,2000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,6398,0.8,19.999999999999996,True,9.0,20.43294138275087,4500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,6398,0.7,30.000000000000004,True,116.0,276.2217139825225,58000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,6398,0.6,40.0,True,427.0,1022.189250215888,213500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,6398,0.95,5.000000000000004,True,2.0,3.988901851698756,1000.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,6398,0.9,9.999999999999998,True,3.0,6.001344881951809,1500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,6398,0.8,19.999999999999996,True,7.0,15.590665629133582,3500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,6398,0.7,30.000000000000004,True,63.0,140.5998810660094,31500.0
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,6398,0.6,40.0,True,421.0,978.7304538767784,210500.0
